customer_id,month,data_gb,voice_min,intl_min,sms_count,revenue_inr,failed_payment_count,days_active
SUB102350,2026-02,0.08,46,3561,9,259.59,0,27
SUB102230,2026-07,1.68,210,2,12,129.56,0,28
SUB102316,2026-04,2.74,177,2,21,228.98,0,29
SUB101162,2026-06,10.75,53,1,6,290.7,0,28
SUB102342,2026-03,5.61,344,2,6,218.11,0,27
SUB100789,2026-05,7.17,144,1,9,178.31,0,27
SUB102422,2026-03,26.65,555,3,17,434.9,2,27
SUB100661,2026-06,3.69,182,6,4,138.11,0,27
SUB100846,2026-03,6.61,117,4,6,177.89,0,28
SUB101131,2026-05,1.6,65,3,7,190.44,0,28
SUB102570,2026-07,3.68,85,4,12,289.05,0,30
SUB100998,2026-02,8.36,357,3,7,216.0,0,28
SUB100467,2026-07,5.56,230,3,8,237.43,0,30
SUB100008,2026-05,19.23,113,3,13,425.64,0,28
SUB100576,2026-07,4.67,772,2,7,221.75,0,30
SUB102531,2026-07,2.84,218,1,9,157.25,1,27
SUB100113,2026-02,0.26,35,6269,9,235.8,0,30
SUB102742,2026-02,7.34,429,2,11,325.12,0,29
SUB101280,2026-04,11.33,914,4,16,281.69,0,29
SUB100429,2026-03,14.02,286,2,10,345.63,0,29
SUB100144,2026-05,6.5,354,4,7,282.25,0,28
SUB102562,2026-06,3.24,121,0,8,225.19,0,28
SUB101119,2026-05,1.69,500,5,7,73.37,1,26
SUB102106,2026-04,9.05,280,1,10,249.03,0,28
SUB100825,2026-03,6.91,467,1,6,169.78,0,27
SUB103091,2026-04,25.55,349,1,4,373.77,1,30
SUB103142,2026-05,1.49,39,3,3,244.74,0,30
SUB101509,2026-04,19.22,283,0,12,234.74,0,30
SUB102237,2026-05,15.03,288,2,6,312.14,0,30
SUB103099,2026-06,6.13,121,1,12,185.39,0,27
SUB101100,2026-06,0.2,51,4994,13,280.15,0,27
SUB100137,2026-06,10.63,177,3,9,305.6,0,30
SUB100935,2026-07,11.98,153,3,15,272.43,0,26
SUB103056,2026-06,1.13,107,3,5,298.14,1,30
SUB101478,2026-06,7.78,153,4,15,156.72,0,26
SUB100460,2026-07,13.32,280,3,12,333.99,0,29
SUB102203,2026-02,1.04,873,1,8,308.47,0,29
SUB101767,2026-06,6.01,320,3,17,191.13,0,27
SUB103089,2026-05,4.13,167,2,9,177.13,0,30
SUB101615,2026-04,4.67,486,3,19,220.26,0,30
SUB101574,2026-06,5.47,314,2,13,187.7,0,29
SUB100746,2026-07,4.76,108,5,5,162.89,0,27
SUB102374,2026-05,4.79,269,6,10,299.17,0,30
SUB100189,2026-07,9.0,152,1,11,230.31,1,30
SUB102703,2026-02,5.88,160,2,12,229.76,0,30
SUB100987,2026-07,13.18,437,2,14,187.6,0,29
SUB102141,2026-04,10.83,177,2,16,168.76,0,29
SUB100228,2026-02,19.01,185,2,6,356.46,0,27
SUB102440,2026-05,8.84,417,3,9,187.34,0,28
SUB102251,2026-07,1.71,354,1,14,191.0,0,27
SUB102362,2026-04,13.96,283,0,6,335.23,0,30
SUB100489,2026-02,3.69,192,1,3,115.2,0,26
SUB103169,2026-04,11.84,362,1,5,412.48,0,30
SUB103030,2026-03,6.6,205,1,6,325.5,0,26
SUB101613,2026-05,14.78,211,4,14,243.2,0,30
SUB100750,2026-06,7.02,364,2,9,281.3,0,27
SUB101875,2026-02,18.57,103,3,13,392.21,0,30
SUB101843,2026-05,5.18,87,2,10,183.21,0,29
SUB100348,2026-05,5.0,151,3,14,163.29,0,29
SUB100983,2026-02,6.11,234,6,9,244.9,0,26
SUB101816,2026-04,1.93,336,0,10,111.94,0,27
SUB103018,2026-05,24.67,191,0,9,399.46,0,26
SUB100125,2026-07,5.6,145,2,10,227.12,0,26
SUB102916,2026-07,5.26,718,4,11,199.92,0,30
SUB100442,2026-05,10.18,633,0,14,250.34,0,27
SUB102449,2026-02,1.75,457,1,5,178.03,0,29
SUB100592,2026-04,3.89,234,4,8,423.3,0,30
SUB102305,2026-06,1.16,400,1,14,96.42,0,30
SUB100303,2026-03,1.29,198,2,7,173.31,0,30
SUB102925,2026-02,14.57,310,3,10,344.76,0,26
SUB101733,2026-03,0.85,129,1,13,187.34,0,28
SUB100790,2026-03,1.6,425,4,9,186.1,1,29
SUB100324,2026-02,13.48,163,2,13,287.08,0,30
SUB100918,2026-04,29.36,29,2,9,531.33,0,26
SUB100238,2026-07,8.21,217,1,9,266.08,0,29
SUB100969,2026-07,1.75,244,2,10,270.84,0,26
SUB101972,2026-02,10.01,101,0,4,403.66,0,30
SUB100067,2026-07,7.55,263,4,10,220.1,0,28
SUB101093,2026-04,17.79,305,2,4,394.71,0,26
SUB102493,2026-02,7.94,75,2,11,104.47,0,28
SUB100234,2026-05,11.57,48,3,13,185.3,0,30
SUB102545,2026-02,12.23,93,1,19,228.25,0,30
SUB100527,2026-04,8.79,72,1,5,242.22,0,30
SUB102208,2026-03,10.6,113,1,17,263.5,0,28
SUB101686,2026-02,17.44,188,3,4,324.28,1,28
SUB100038,2026-06,18.55,293,0,8,157.35,0,28
SUB100886,2026-05,9.4,235,0,12,324.7,0,27
SUB102002,2026-07,6.83,280,1,28,213.18,0,27
SUB100409,2026-04,5.45,311,2,3,362.2,0,29
SUB101698,2026-06,27.2,162,2,2,386.46,0,30
SUB102405,2026-06,6.2,96,3,5,357.03,0,29
SUB101609,2026-07,11.4,93,0,9,206.09,0,27
SUB100447,2026-06,11.8,50,2,18,339.74,0,27
SUB100482,2026-03,4.93,221,1,11,141.24,0,28
SUB102221,2026-04,1.04,232,1,13,108.9,0,29
SUB102336,2026-05,19.12,209,1,16,309.33,0,28
SUB102279,2026-05,3.23,583,3,21,143.87,0,27
SUB101197,2026-04,2.23,116,1,12,253.26,1,29
SUB102099,2026-04,1.81,51,2,6,167.22,1,29
SUB101062,2026-05,5.94,170,5,3,209.34,1,28
SUB100007,2026-04,4.54,335,3,12,162.41,0,27
SUB100745,2026-04,1.04,132,2,18,192.94,0,29
SUB103186,2026-03,11.56,1209,1,8,260.01,0,29
SUB102674,2026-03,18.84,150,2,20,531.27,0,30
SUB101627,2026-03,5.79,119,2,9,148.01,1,28
SUB100185,2026-02,11.94,68,5,13,360.33,0,27
SUB102354,2026-07,22.02,195,0,5,365.94,1,26
SUB100785,2026-04,19.55,250,1,11,473.61,0,28
SUB101429,2026-03,8.37,116,4,11,201.76,0,28
SUB101268,2026-06,14.27,349,1,17,352.84,1,27
SUB101181,2026-05,2.9,155,3,6,290.19,0,30
SUB102635,2026-04,5.56,525,2,8,184.46,0,29
SUB101869,2026-06,17.8,179,3,13,,0,28
SUB100363,2026-06,6.15,73,1,11,150.87,0,30
SUB100218,2026-07,1.86,187,1,11,230.66,0,30
SUB101158,2026-04,7.7,618,4,6,248.48,0,27
SUB101092,2026-03,25.57,894,3,8,356.88,0,27
SUB100707,2026-05,13.97,94,1,5,,0,26
SUB100584,2026-06,50.84,400,1,16,0.0,2,30
SUB100544,2026-02,12.22,328,1,18,388.02,1,28
SUB101737,2026-05,1.1,180,1,21,162.6,0,29
SUB101025,2026-02,8.7,226,2,6,307.29,0,29
SUB102922,2026-05,5.84,130,0,9,150.63,1,29
SUB100321,2026-04,7.26,192,4,14,0.0,0,27
SUB103119,2026-06,19.91,344,3,20,415.02,0,29
SUB101608,2026-06,1.67,150,1,11,143.52,0,27
SUB101409,2026-04,2.8,707,1,8,121.26,0,30
SUB100361,2026-06,19.49,280,2,14,386.23,0,30
SUB100737,2026-05,0.99,286,0,10,64.92,0,27
SUB103051,2026-05,2.47,59,2,6,201.45,0,27
SUB102993,2026-02,1.13,382,5,10,83.52,0,26
SUB102110,2026-02,3.83,139,2,6,173.04,0,30
SUB101968,2026-04,9.74,139,3,8,190.69,0,29
SUB102994,2026-06,2.0,140,0,18,176.4,0,28
SUB100553,2026-06,16.27,101,2,13,375.3,0,27
SUB101391,2026-06,1.28,156,2,6,168.71,0,28
SUB100268,2026-04,13.2,492,0,9,344.92,0,30
SUB100431,2026-06,9.55,191,5,14,247.34,0,29
SUB101188,2026-06,4.46,98,6,7,97.28,0,30
SUB102700,2026-05,6.8,58,1,10,273.77,0,30
SUB101528,2026-02,3.32,346,3,8,246.13,0,26
SUB101229,2026-07,1.55,114,4,4,65.33,0,28
SUB101435,2026-04,5.59,284,1,23,292.56,0,27
SUB102885,2026-02,12.22,514,1,7,219.68,0,28
SUB100302,2026-05,6.74,139,0,9,234.03,0,27
SUB102811,2026-04,6.39,364,2,7,248.16,1,28
SUB102423,2026-04,8.91,109,0,16,167.63,0,30
SUB100399,2026-04,14.22,118,6,10,421.6,0,30
SUB103115,2026-04,2.5,148,0,10,256.37,0,27
SUB101934,2026-07,8.05,194,4,18,265.07,0,28
SUB101430,2026-04,12.12,142,2,14,259.16,0,28
SUB101333,2026-02,7.6,238,2,16,285.65,0,28
SUB100181,2026-06,12.61,153,2,14,351.86,0,29
SUB101858,2026-02,2.05,7,2,4,110.78,0,27
SUB101495,2026-04,7.82,203,5,20,185.71,1,30
SUB101271,2026-04,8.46,112,1,8,232.06,0,26
SUB100255,2026-06,5.66,175,1,7,179.22,0,29
SUB102105,2026-04,1.17,317,4,13,284.91,0,26
SUB100176,2026-06,11.12,295,4,5,229.43,0,27
SUB102722,2026-02,12.71,130,2,13,309.74,0,29
SUB103152,2026-06,2.23,194,1,18,103.97,0,26
SUB100406,2026-02,5.8,358,1,4,234.81,1,29
SUB101792,2026-07,8.17,148,1,12,261.65,0,27
SUB102131,2026-06,2.74,232,4,15,178.91,0,26
SUB101134,2026-02,5.3,52,3,9,214.92,0,30
SUB101997,2026-04,2.11,81,1,11,93.47,0,28
SUB101044,2026-03,11.93,87,3,13,206.06,0,27
SUB102313,2026-05,0.86,245,3,6,130.3,0,26
SUB100206,2026-07,5.31,64,0,9,236.42,0,27
SUB102090,2026-07,9.77,323,3,3,112.72,0,28
SUB101105,2026-07,4.41,184,2,17,111.51,0,26
SUB101015,2026-07,2.35,168,4,14,120.48,0,26
SUB101985,2026-06,5.35,100,2,9,204.92,0,26
SUB101719,2026-06,23.83,186,0,11,391.79,0,27
SUB100137,2026-04,16.42,139,1,6,267.75,0,30
SUB100352,2026-05,7.4,297,3,14,330.87,0,28
SUB102120,2026-02,12.22,176,4,4,553.55,0,30
SUB103141,2026-06,12.52,285,2,11,337.29,1,27
SUB100897,2026-05,6.31,298,1,9,172.98,0,30
SUB101382,2026-02,1.78,223,2,7,157.55,0,26
SUB101903,2026-07,2.24,487,1,10,287.51,0,30
SUB100875,2026-02,16.45,422,3,13,325.62,0,26
SUB100254,2026-06,0.82,135,1,16,162.56,1,28
SUB100980,2026-06,15.62,92,1,20,377.83,1,26
SUB100780,2026-02,4.78,187,2,3,228.89,0,30
SUB100945,2026-03,3.48,138,3,13,233.88,0,29
SUB102645,2026-02,1.37,226,2,8,135.53,0,28
SUB102004,2026-05,25.3,366,1,7,428.59,1,28
SUB102834,2026-04,12.01,315,4,10,342.92,0,30
SUB103029,2026-03,18.36,250,1,18,254.82,0,27
SUB101054,2026-02,4.52,160,0,18,182.57,0,29
SUB101532,2026-02,3.45,153,4,17,152.68,0,28
SUB102072,2026-02,27.19,74,1,4,352.54,0,29
SUB100766,2026-06,11.93,504,1,11,390.76,0,28
SUB100788,2026-06,2.51,223,1,5,109.48,0,30
SUB100601,2026-06,5.05,193,1,9,65.25,0,30
SUB100201,2026-07,50.68,193,4,16,612.92,0,28
SUB100599,2026-02,5.24,159,0,13,257.43,0,30
SUB100445,2026-06,7.97,95,2,17,139.89,0,27
SUB102257,2026-06,6.34,377,1,13,315.85,0,28
SUB100350,2026-07,0.82,376,4,6,198.15,0,28
SUB101622,2026-04,3.89,251,0,14,219.11,0,27
SUB100333,2026-07,14.35,285,1,19,340.36,0,29
SUB103107,2026-07,6.22,227,2,6,216.05,0,29
SUB102719,2026-02,3.77,349,1,13,175.39,0,30
SUB102761,2026-04,6.75,140,1,12,245.25,0,28
SUB101593,2026-04,10.93,125,1,8,168.63,0,29
SUB100981,2026-06,4.51,106,2,4,196.27,0,27
SUB100013,2026-04,21.61,223,3,11,385.0,0,27
SUB102104,2026-06,6.08,65,2,11,,1,28
SUB102040,2026-05,15.08,730,2,12,510.57,0,30
SUB103025,2026-04,11.47,303,4,16,239.27,0,27
SUB102398,2026-07,9.77,70,2,9,340.31,0,30
SUB101652,2026-02,7.11,196,2,8,250.46,0,26
SUB102320,2026-05,13.74,343,5,11,234.0,0,29
SUB100346,2026-02,16.3,42,0,9,394.17,0,30
SUB103137,2026-05,5.16,96,1,16,217.38,0,27
SUB101896,2026-05,12.65,291,1,12,245.9,0,29
SUB101319,2026-05,8.47,741,1,7,388.27,0,27
SUB101859,2026-04,28.95,93,4,5,600.28,1,26
SUB102996,2026-02,8.99,308,0,13,152.14,0,30
SUB102223,2026-03,28.56,292,1,13,367.05,0,27
SUB103083,2026-05,0.17,20,4856,7,198.45,0,30
SUB100673,2026-03,6.08,700,4,9,144.38,0,26
SUB102610,2026-02,7.28,196,5,12,294.63,1,27
SUB102833,2026-07,12.85,341,2,12,391.26,0,26
SUB102678,2026-02,3.45,177,1,10,206.53,1,29
SUB102954,2026-02,11.47,118,0,7,314.44,0,30
SUB101688,2026-07,2.8,368,2,14,164.5,0,30
SUB101075,2026-04,9.52,76,0,17,274.49,0,26
SUB100896,2026-02,10.98,96,5,11,290.36,0,26
SUB101892,2026-07,6.87,169,3,8,300.41,0,27
SUB100986,2026-05,7.06,123,0,10,257.15,1,30
SUB101593,2026-03,8.89,269,3,10,172.66,0,26
SUB100115,2026-04,10.33,18,1,17,185.42,0,29
SUB102696,2026-03,4.65,194,5,14,270.31,0,27
SUB102518,2026-07,21.42,580,4,14,344.32,0,29
SUB102916,2026-05,3.65,402,2,5,217.74,0,29
SUB100377,2026-03,11.19,114,2,5,396.54,0,27
SUB101091,2026-03,5.5,371,3,13,235.98,0,28
SUB102375,2026-04,3.11,1030,2,10,231.63,1,30
SUB102814,2026-03,12.37,137,3,14,416.76,0,29
SUB102091,2026-05,9.62,178,1,1,353.66,0,27
SUB102346,2026-03,2.05,28,2,7,276.53,0,29
SUB100408,2026-02,14.83,123,1,10,409.85,0,28
SUB102225,2026-07,7.37,136,1,17,226.94,0,29
SUB101862,2026-06,16.66,219,1,13,232.08,0,27
SUB101003,2026-05,33.04,118,1,14,415.2,0,26
SUB103185,2026-04,15.47,35,4,3,264.19,0,28
SUB102464,2026-05,16.27,265,2,11,414.78,0,30
SUB101940,2026-04,4.43,316,1,7,176.92,0,29
SUB101399,2026-04,4.2,132,1,19,92.34,0,27
SUB102833,2026-02,11.39,354,1,13,394.16,1,27
SUB101534,2026-02,11.19,99,0,5,224.17,0,28
SUB102690,2026-03,10.66,900,3,10,266.18,0,28
SUB100779,2026-07,3.77,85,0,10,158.97,0,28
SUB101673,2026-04,12.52,236,4,16,179.89,0,28
SUB101133,2026-04,1.59,112,3,7,169.22,0,30
SUB100459,2026-03,5.74,352,1,5,256.39,0,27
SUB102282,2026-06,13.89,415,0,13,278.93,0,28
SUB102542,2026-04,5.47,377,2,17,196.17,0,30
SUB101201,2026-04,4.44,77,3,7,245.47,0,29
SUB101941,2026-07,6.47,178,3,6,274.46,0,26
SUB101065,2026-06,5.1,191,2,3,175.89,0,26
SUB102531,2026-04,3.11,131,0,8,206.07,0,30
SUB100793,2026-07,13.96,357,1,15,432.9,0,29
SUB102483,2026-05,5.02,85,0,25,289.58,0,30
SUB100860,2026-06,31.6,252,1,10,506.76,0,28
SUB102781,2026-05,16.82,413,2,10,422.07,0,29
SUB102071,2026-02,1.95,83,0,28,96.88,0,28
SUB101793,2026-04,2.24,108,0,9,171.48,0,29
SUB100445,2026-02,9.54,116,1,12,154.52,0,29
SUB101443,2026-07,9.8,118,3,21,325.66,0,26
SUB100039,2026-02,35.14,704,0,9,427.96,0,27
SUB100274,2026-06,0.82,136,1,13,262.48,0,26
SUB100564,2026-06,3.56,375,1,11,138.99,0,29
SUB101115,2026-05,6.01,363,0,4,303.74,1,29
SUB100470,2026-07,25.96,134,1,16,406.39,0,27
SUB100879,2026-07,5.33,159,2,12,267.23,0,28
SUB101372,2026-07,10.3,255,3,11,227.08,0,26
SUB101422,2026-07,5.68,132,1,10,154.91,0,27
SUB101497,2026-07,28.27,222,3,10,364.51,0,27
SUB100403,2026-02,3.81,201,1,18,271.66,0,26
SUB101617,2026-06,13.35,67,2,12,318.12,0,28
SUB102211,2026-05,8.36,214,1,7,234.88,0,27
SUB101185,2026-04,9.73,65,2,4,142.97,0,27
SUB101188,2026-07,3.65,176,0,3,106.74,0,26
SUB103131,2026-03,6.85,91,2,8,239.39,1,28
SUB100805,2026-07,6.41,270,4,8,250.21,0,30
SUB101105,2026-02,3.77,200,1,9,130.01,0,30
SUB101288,2026-06,3.23,95,1,12,233.36,0,30
SUB102926,2026-05,4.6,96,1,16,241.55,0,26
SUB100507,2026-04,5.91,151,3,18,411.38,0,28
SUB102351,2026-07,9.83,132,3,20,167.18,0,30
SUB101692,2026-06,0.75,383,2,7,138.74,0,26
SUB100068,2026-05,4.62,102,0,5,287.2,0,29
SUB101732,2026-04,7.87,290,1,9,406.45,0,30
SUB100922,2026-05,6.08,187,2,6,174.61,0,27
SUB101171,2026-05,19.3,105,3,8,418.43,0,26
SUB100488,2026-05,6.43,538,2,5,288.05,0,30
SUB101216,2026-02,48.66,580,0,8,615.61,0,29
SUB102168,2026-05,3.08,390,2,14,208.28,0,28
SUB101684,2026-02,4.39,78,2,12,322.23,0,28
SUB100653,2026-03,20.2,223,5,5,388.34,1,26
SUB103101,2026-04,2.47,33,3,5,138.33,0,28
SUB102802,2026-06,27.54,116,2,15,335.77,0,29
SUB103172,2026-04,4.23,55,1,12,81.35,0,30
SUB100856,2026-06,12.39,276,1,8,295.17,0,27
SUB101571,2026-02,6.65,60,0,7,197.52,0,30
SUB100843,2026-02,1.81,952,4,9,302.32,0,26
SUB100378,2026-07,2.43,210,1,11,346.82,0,29
SUB101902,2026-06,6.7,216,0,9,252.42,0,26
SUB100606,2026-02,6.83,323,0,7,217.69,0,27
SUB100178,2026-06,31.92,332,1,10,529.79,1,30
SUB100975,2026-04,1.84,393,2,10,202.99,0,27
SUB101564,2026-04,5.54,107,1,9,279.76,0,30
SUB102342,2026-02,6.44,559,1,9,204.85,0,26
SUB102184,2026-02,20.64,440,1,13,468.55,0,30
SUB100247,2026-07,6.68,208,1,7,153.21,0,30
SUB101301,2026-07,3.96,131,2,4,369.1,0,28
SUB102455,2026-05,4.94,52,2,11,250.6,0,29
SUB101119,2026-07,0.9,547,1,8,92.98,0,27
SUB102948,2026-06,5.36,13,1,9,244.66,0,26
SUB102635,2026-02,8.59,635,1,8,221.38,0,30
SUB100549,2026-04,14.37,127,1,10,371.9,0,26
SUB100930,2026-07,0.54,171,0,15,100.52,0,28
SUB101026,2026-04,1.33,165,1,12,80.62,0,30
SUB101362,2026-07,2.52,607,5,3,159.34,0,27
SUB100351,2026-02,8.16,72,2,14,220.79,0,30
SUB101523,2026-05,3.24,90,2,11,224.54,0,30
SUB101985,2026-02,5.91,89,1,11,197.74,1,28
SUB100835,2026-07,7.83,332,2,11,294.18,0,29
SUB100121,2026-02,10.19,233,2,10,300.14,0,27
SUB103002,2026-03,12.37,67,4,12,326.03,0,28
SUB100907,2026-03,10.31,214,3,18,329.13,0,28
SUB100696,2026-07,19.09,212,3,10,346.12,0,29
SUB102403,2026-05,5.53,192,2,8,280.71,0,27
SUB102880,2026-04,7.41,123,4,10,433.38,0,30
SUB101724,2026-02,5.36,510,2,11,154.27,0,29
SUB100622,2026-04,12.58,44,3,9,253.94,0,30
SUB102924,2026-06,2.72,88,2,15,222.55,0,26
SUB100138,2026-04,22.59,185,1,17,,0,30
SUB101209,2026-06,8.76,230,3,7,319.4,0,30
SUB102425,2026-03,36.96,119,1,12,440.5,1,26
SUB101790,2026-02,1.38,390,3,10,93.16,0,30
SUB102507,2026-05,22.13,593,1,10,508.35,0,26
SUB101058,2026-04,1.04,328,4,16,284.54,0,27
SUB100652,2026-07,1.42,354,2,13,179.85,0,28
SUB100339,2026-06,18.27,203,0,6,405.82,0,26
SUB102210,2026-04,3.36,143,2,19,235.31,0,28
SUB100826,2026-07,16.24,443,1,8,355.37,0,28
SUB101496,2026-06,1.91,81,2,15,110.86,0,28
SUB100876,2026-04,11.89,558,3,6,338.55,0,29
SUB102176,2026-02,7.64,343,3,4,378.25,0,29
SUB102930,2026-07,0.65,134,4,11,198.79,0,29
SUB102122,2026-06,15.59,107,1,11,523.37,0,27
SUB100664,2026-06,15.47,109,0,10,425.33,0,27
SUB102266,2026-02,6.31,415,3,7,128.68,0,28
SUB100410,2026-06,46.23,378,1,12,778.44,1,28
SUB101247,2026-07,1.03,34,2,7,235.87,2,26
SUB102991,2026-07,17.5,874,2,12,437.48,0,28
SUB102677,2026-02,6.75,98,2,14,200.06,0,29
SUB101962,2026-02,10.03,130,1,5,137.46,0,27
SUB100598,2026-07,9.66,356,4,5,345.38,0,27
SUB101566,2026-02,7.72,129,2,12,136.87,0,30
SUB101497,2026-06,24.12,223,1,6,271.87,0,28
SUB101931,2026-05,10.11,808,1,12,338.47,0,27
SUB101770,2026-04,1.28,186,2,14,273.32,0,30
SUB101835,2026-06,8.15,174,2,5,478.89,0,27
SUB101166,2026-02,1.46,222,3,9,181.75,0,26
SUB101742,2026-03,5.13,655,3,2,203.92,0,29
SUB100798,2026-02,15.32,99,4,13,268.23,1,30
SUB101621,2026-06,2.11,113,1,15,202.58,0,26
SUB102160,2026-04,1.24,524,1,17,92.22,0,26
SUB103054,2026-04,10.07,312,2,15,483.36,0,28
SUB102877,2026-05,7.08,72,2,6,220.87,0,27
SUB101383,2026-02,5.79,68,2,9,178.54,0,29
SUB100475,2026-07,19.63,337,5,7,518.55,0,29
SUB101292,2026-03,7.62,279,1,8,180.45,0,27
SUB102333,2026-04,4.91,286,1,12,371.34,0,30
SUB101825,2026-05,9.5,80,2,9,367.97,0,28
SUB100568,2026-03,23.3,84,1,9,360.5,0,30
SUB101279,2026-02,3.22,174,1,11,143.76,0,27
SUB102027,2026-05,6.52,81,4,5,192.8,0,26
SUB102263,2026-04,12.48,255,2,11,178.3,0,28
SUB101837,2026-05,10.71,108,0,11,324.74,0,28
SUB101152,2026-04,1.74,279,1,11,279.11,0,27
SUB101481,2026-07,6.31,98,1,2,147.24,0,29
SUB100051,2026-07,11.37,247,4,7,212.59,0,29
SUB100883,2026-03,0.98,191,0,14,168.83,0,30
SUB102221,2026-03,0.75,209,2,21,120.73,0,27
SUB101497,2026-02,20.49,222,6,10,287.37,0,27
SUB101599,2026-06,5.94,499,1,15,156.43,1,30
SUB103136,2026-05,3.71,532,1,5,187.27,0,26
SUB101533,2026-05,3.13,199,4,13,284.88,0,28
SUB101838,2026-04,0.81,120,1,6,143.72,0,26
SUB100398,2026-03,13.49,710,1,9,205.58,0,29
SUB102755,2026-04,1.68,85,1,10,246.01,0,29
SUB100944,2026-07,5.72,368,1,6,445.14,1,29
SUB102367,2026-04,1.8,639,1,12,214.34,0,28
SUB101551,2026-05,14.54,1106,2,12,431.5,0,28
SUB100362,2026-05,1.61,281,1,2,251.69,0,26
SUB100114,2026-03,4.81,81,3,10,191.33,0,28
SUB102692,2026-03,2.03,65,1,4,198.47,0,29
SUB101225,2026-07,0.67,442,0,14,187.18,0,28
SUB100443,2026-02,8.14,261,0,11,324.62,0,28
SUB103154,2026-05,0.66,23,2,10,261.6,0,29
SUB101714,2026-06,12.85,414,1,1,236.27,0,26
SUB102243,2026-02,1.72,177,4,11,255.77,0,30
SUB101754,2026-02,0.96,109,3,8,253.49,0,27
SUB101674,2026-06,1.53,135,2,6,171.71,0,30
SUB100060,2026-03,3.51,193,2,7,146.71,0,29
SUB101365,2026-02,16.46,288,4,10,335.13,0,28
SUB102961,2026-04,1.3,303,5,10,170.07,1,29
SUB101433,2026-07,14.16,413,1,11,354.25,0,30
SUB101300,2026-05,2.87,377,2,7,153.82,0,28
SUB103000,2026-05,17.17,488,2,18,619.23,0,27
SUB100225,2026-02,1.06,373,4,6,123.97,0,26
SUB100844,2026-04,0.88,298,4,17,178.64,0,29
SUB102192,2026-03,13.49,101,3,13,207.93,0,28
SUB100272,2026-03,6.47,187,2,8,262.67,0,28
SUB100867,2026-04,4.43,135,4,13,137.55,0,30
SUB102278,2026-02,4.94,321,1,11,173.23,0,27
SUB101619,2026-02,1.76,526,0,4,167.42,0,30
SUB102364,2026-07,2.0,177,1,10,199.21,0,28
SUB102838,2026-06,0.93,250,1,23,83.17,0,26
SUB102892,2026-07,2.33,534,3,15,196.11,0,28
SUB100686,2026-07,13.1,218,2,14,387.32,0,28
SUB102138,2026-07,5.66,229,2,14,572.44,0,30
SUB101287,2026-02,8.95,181,2,11,270.07,0,30
SUB102749,2026-03,9.66,96,0,14,185.6,0,27
SUB100558,2026-07,1.19,54,3,8,246.48,0,29
SUB101079,2026-05,3.27,342,5,9,156.67,0,29
SUB102424,2026-07,1.31,283,2,5,213.98,0,29
SUB100402,2026-05,6.84,351,2,14,284.89,0,29
SUB100904,2026-04,16.73,374,1,9,344.08,0,30
SUB100191,2026-03,21.52,166,4,13,379.66,0,30
SUB102692,2026-02,1.79,87,0,6,207.24,0,26
SUB103070,2026-07,2.48,136,2,13,223.28,0,29
SUB102466,2026-07,6.59,339,3,14,349.35,0,27
SUB101005,2026-03,3.92,151,0,3,214.2,0,29
SUB102421,2026-06,7.52,239,1,8,288.25,0,28
SUB102846,2026-07,1.44,109,1,14,75.01,0,26
SUB101646,2026-07,14.05,236,0,11,372.59,0,30
SUB101003,2026-03,46.3,180,0,9,468.47,0,27
SUB102455,2026-07,7.73,62,3,11,243.21,0,28
SUB102797,2026-02,1.06,126,4,11,228.28,0,30
SUB101836,2026-07,12.93,227,0,14,443.13,0,29
SUB100311,2026-02,7.55,189,0,15,183.56,0,27
SUB102542,2026-03,7.82,270,6,18,220.34,0,27
SUB101281,2026-06,7.12,118,2,10,153.67,0,29
SUB102140,2026-02,21.93,53,1,8,342.12,0,27
SUB102558,2026-05,3.16,134,2,17,240.19,0,30
SUB101127,2026-05,3.06,285,2,17,261.06,0,30
SUB100552,2026-02,7.74,297,1,18,179.6,0,28
SUB101214,2026-06,10.51,191,2,14,249.88,0,30
SUB103149,2026-07,6.31,307,0,10,170.29,0,29
SUB102784,2026-04,22.17,203,1,10,461.54,0,27
SUB100423,2026-07,8.03,170,2,7,277.32,0,26
SUB103155,2026-03,6.11,118,0,16,206.9,0,28
SUB101083,2026-05,60.09,314,2,9,833.54,0,30
SUB102058,2026-05,8.95,53,2,3,302.65,0,30
SUB101950,2026-03,4.7,239,1,10,111.31,0,26
SUB101542,2026-02,0.86,244,2,12,128.56,0,28
SUB100684,2026-07,9.86,204,3,24,277.84,0,30
SUB100047,2026-03,5.86,713,3,15,224.51,0,28
SUB100750,2026-02,13.9,300,3,2,310.61,0,27
SUB100422,2026-06,4.43,270,4,21,153.46,0,29
SUB100138,2026-06,18.85,144,2,17,377.15,0,26
SUB102602,2026-04,7.75,63,1,12,254.94,0,27
SUB102451,2026-04,7.66,155,1,12,258.98,0,28
SUB100487,2026-03,4.93,131,6,12,244.28,0,29
SUB102814,2026-02,16.41,172,2,18,382.88,0,26
SUB101297,2026-07,9.72,282,4,16,199.58,0,28
SUB102039,2026-04,4.22,129,2,16,280.29,0,27
SUB100441,2026-02,14.14,46,4,12,486.12,0,30
SUB102782,2026-07,5.6,318,1,12,264.42,0,28
SUB101036,2026-06,6.66,308,2,11,225.71,0,27
SUB101005,2026-04,8.09,137,2,6,299.18,0,30
SUB102344,2026-04,1.85,294,4,9,107.61,0,27
SUB102939,2026-02,7.24,35,3,18,208.32,0,29
