customer_id,region,plan_type,contract_type,tenure_months,age,device_type,autopay_flag,intl_pack_flag,avg_monthly_gb,avg_voice_min,avg_sms,monthly_charges,total_charges,complaints_6m,avg_resolution_hours,dropped_call_rate,avg_data_speed_mbps,days_since_last_recharge,retention_call_flag,arpu,churn
TEL-11575,South,Prepaid,Annual,9,31.0,Smartphone-Premium,0,0,3.5,87,10,79.0,739.96,0,0.0,0.91,23.9,13,0,81.63,0
TEL-11576,South,Postpaid,Two-Year,1,18.0,Smartphone-Premium,1,0,2.6,172,9,257.88,264.25,0,0.0,3.71,37.3,5,0,273.12,0
TEL-11577,North,Postpaid,Annual,28,31.0,Smartphone-Premium,0,0,9.4,213,17,343.72,12513.15,1,9.7,3.13,31.2,21,0,435.82,0
TEL-11578,Central,Prepaid,Annual,19,28.0,Smartphone-Budget,0,0,5.2,126,5,143.16,2662.84,1,38.0,3.45,1.2,22,1,146.28,1
TEL-11579,East,Postpaid,Two-Year,7,41.0,Smartphone-Premium,1,0,4.9,198,8,249.7,1493.94,0,0.0,0.51,20.8,19,1,221.5,1
TEL-11580,South,Postpaid,Monthly,8,32.0,Smartphone-Budget,1,0,2.9,143,5,224.59,2287.32,2,11.1,3.04,30.2,16,0,286.6,0
TEL-11581,East,Postpaid,Annual,11,18.0,Smartphone-Budget,1,0,25.7,182,4,426.58,5741.72,1,39.7,4.47,19.9,6,0,488.04,0
TEL-11582,South,Postpaid,Annual,72,66.0,Feature,1,0,2.6,453,35,300.33,23499.53,1,27.5,5.8,29.6,25,0,327.14,0
TEL-11583,South,Postpaid,Annual,8,35.0,Smartphone-Budget,0,0,6.3,182,5,332.35,2647.02,1,70.8,2.93,25.5,4,0,354.21,0
TEL-11584,Central,Prepaid,Monthly,17,34.0,Smartphone-Budget,0,0,33.9,75,4,399.78,6714.23,0,0.0,6.26,33.3,10,0,411.64,0
TEL-11585,North,Prepaid,Monthly,3,22.0,Smartphone-Budget,0,0,4.5,213,11,167.94,572.28,0,0.0,2.35,34.7,17,0,192.57,0
TEL-11586,North,Postpaid,Annual,36,35.0,Smartphone-Budget,0,0,21.7,410,15,365.91,17244.48,1,7.6,1.31,22.9,4,0,462.77,0
TEL-11587,East,Postpaid,Annual,7,24.0,Smartphone-Premium,1,0,31.8,157,5,539.06,3696.4,0,0.0,2.67,10.0,10,0,542.92,0
TEL-11588,North,Prepaid,Monthly,13,30.0,Smartphone-Budget,1,0,4.5,207,5,136.4,1619.86,1,38.3,0.45,22.5,13,0,123.54,0
TEL-11589,West,Prepaid,Monthly,8,45.0,Smartphone-Premium,0,0,5.0,190,5,169.75,1854.83,2,26.3,1.66,44.4,10,1,233.76,1
TEL-11590,East,Postpaid,Monthly,40,48.0,Feature,1,0,2.0,675,39,223.54,11214.53,2,42.9,3.35,28.5,5,0,268.79,0
TEL-11591,Central,Postpaid,Monthly,55,31.0,Smartphone-Premium,0,0,14.9,258,10,365.25,20154.88,3,7.9,3.39,16.1,18,0,360.09,0
TEL-11592,East,Prepaid,Monthly,33,30.0,Smartphone-Premium,0,1,12.0,420,16,418.18,15346.34,2,19.6,3.57,41.4,9,0,482.88,0
TEL-11593,East,Prepaid,Monthly,9,21.0,Smartphone-Premium,0,0,45.7,130,7,507.1,5282.0,1,12.7,1.86,24.7,17,0,548.13,0
TEL-11594,South,Prepaid,Monthly,20,43.0,Smartphone-Budget,0,0,10.1,324,17,183.58,3390.43,2,19.7,3.27,30.6,19,0,171.37,0
TEL-11595,West,Postpaid,Two-Year,8,25.0,Smartphone-Budget,0,1,2.8,184,13,451.63,4977.38,1,24.7,1.0,26.6,9,0,585.61,0
TEL-11596,Central,Prepaid,Monthly,10,38.0,Smartphone-Budget,0,0,4.6,142,8,200.09,1927.2,1,93.1,3.18,15.7,33,0,193.67,0
TEL-11597,West,Postpaid,Annual,13,39.0,Smartphone-Budget,1,0,11.0,388,21,370.37,5497.24,1,21.8,4.48,35.2,2,0,404.2,0
TEL-11598,Central,Prepaid,Monthly,18,18.0,Smartphone-Premium,0,0,38.0,161,1,452.67,8099.93,0,0.0,8.52,15.8,19,1,456.6,1
TEL-11599,North,Prepaid,Monthly,41,30.0,Smartphone-Budget,0,1,17.5,530,16,485.54,22851.42,0,0.0,1.42,30.4,14,0,559.23,0
TEL-11600,Central,Prepaid,Monthly,72,50.0,Smartphone-Budget,0,0,2.2,162,43,142.5,11830.13,0,0.0,6.53,9.9,19,0,165.25,0
TEL-11601,Central,Postpaid,Monthly,37,41.0,Smartphone-Budget,0,0,13.9,413,16,458.8,17875.32,2,10.9,1.19,32.9,7,0,462.36,0
TEL-11602,North,Prepaid,Monthly,1,69.0,Feature,0,0,2.3,407,36,181.48,163.06,0,0.0,1.13,33.5,12,0,154.78,0
TEL-11603,East,Prepaid,Monthly,58,43.0,Smartphone-Budget,1,0,18.9,359,13,285.02,15727.66,3,9.6,2.66,20.7,5,0,280.49,0
TEL-11604,West,Prepaid,Monthly,4,28.0,Smartphone-Budget,0,0,44.8,226,5,514.95,2201.04,2,56.7,3.91,40.6,31,1,520.33,1
TEL-11605,West,Postpaid,Monthly,14,,Feature,0,0,1.7,316,37,253.09,3455.8,2,21.7,3.69,23.2,19,0,238.03,0
TEL-11606,West,Prepaid,Annual,19,42.0,Smartphone-Budget,0,1,26.1,454,9,512.88,10564.44,1,18.4,3.86,31.7,25,0,589.99,0
TEL-11607,North,Prepaid,Monthly,72,70.0,Smartphone-Budget,0,0,2.1,163,31,203.17,14986.28,1,13.8,3.29,27.6,26,0,211.28,0
TEL-11608,West,Postpaid,Two-Year,2,26.0,Smartphone-Budget,1,0,4.2,125,9,289.68,546.5,4,32.1,8.45,12.8,8,0,296.78,1
TEL-11609,South,Prepaid,Monthly,9,34.0,Smartphone-Premium,1,0,4.3,93,10,155.47,1476.58,0,0.0,1.02,35.4,28,0,159.94,0
TEL-11610,North,Postpaid,Two-Year,37,18.0,Smartphone-Premium,0,0,6.1,251,9,292.29,11179.14,4,49.9,0.57,19.7,3,0,289.19,0
TEL-11611,West,Prepaid,Monthly,1,64.0,Smartphone-Budget,0,1,17.8,335,15,503.73,745.26,2,37.8,1.38,10.5,24,0,704.6,0
TEL-11612,North,Postpaid,Monthly,28,45.0,Smartphone-Budget,0,1,14.0,509,17,507.91,15840.35,1,9.8,0.6,23.0,3,1,553.19,1
TEL-11613,South,Postpaid,Annual,3,18.0,Smartphone-Premium,1,0,17.5,174,3,405.54,1227.01,0,0.0,0.69,31.9,10,0,424.76,0
TEL-11614,West,Prepaid,Monthly,72,42.0,Smartphone-Premium,0,0,11.4,296,12,195.17,20333.95,2,39.6,2.09,16.8,4,0,271.07,0
TEL-11615,South,Postpaid,Two-Year,34,52.0,Smartphone-Budget,1,0,1.5,818,24,278.76,9654.96,0,0.0,1.95,19.3,5,0,286.88,0
TEL-11616,East,Prepaid,Monthly,9,33.0,Smartphone-Budget,0,0,2.0,219,10,134.35,1414.13,1,19.4,4.77,19.9,16,0,161.26,0
TEL-11617,South,Prepaid,Monthly,10,44.0,Smartphone-Budget,0,0,4.1,163,9,155.36,1804.0,0,0.0,2.61,17.9,11,0,182.93,0
TEL-11618,North,Prepaid,Monthly,24,18.0,Smartphone-Premium,0,1,42.1,147,5,650.32,16482.27,1,30.5,1.85,38.5,11,0,714.16,0
TEL-11619,West,Postpaid,Two-Year,12,32.0,Smartphone-Budget,0,0,3.8,171,15,245.98,2743.9,0,0.0,4.74,19.9,25,0,233.36,0
TEL-11620,South,Postpaid,Monthly,1,24.0,Smartphone-Budget,0,0,4.4,170,10,290.39,356.02,0,0.0,2.17,22.4,13,1,336.02,1
TEL-11621,East,Prepaid,Monthly,11,23.0,Feature,0,0,5.2,128,8,157.62,1954.68,1,18.1,0.57,27.5,6,1,174.3,1
TEL-11622,South,Postpaid,Monthly,17,32.0,Smartphone-Budget,1,0,34.4,127,7,518.35,8747.62,1,5.3,0.91,27.5,10,0,522.02,0
TEL-11623,Central,Postpaid,Monthly,15,24.0,Smartphone-Premium,1,0,21.7,202,8,423.79,6230.08,1,15.4,2.2,10.1,5,0,423.26,0
TEL-11624,North,Postpaid,Annual,51,39.0,Smartphone-Premium,0,0,14.3,163,19,370.22,20806.64,0,0.0,0.71,12.2,7,0,406.0,0
TEL-11625,Central,Prepaid,Monthly,8,20.0,Feature,0,0,3.9,133,8,118.79,1466.94,2,70.5,4.41,26.5,75,1,185.0,1
TEL-11626,South,Prepaid,Annual,4,26.0,Smartphone-Premium,0,1,3.1,92,8,354.48,1797.9,1,36.6,3.57,36.7,7,0,445.47,0
TEL-11627,West,Prepaid,Monthly,59,45.0,Feature,0,0,1.6,382,34,153.14,10213.58,2,60.1,4.75,31.7,7,0,168.88,0
TEL-11628,West,Prepaid,Monthly,44,40.0,Smartphone-Budget,0,0,15.6,383,17,289.69,13972.25,0,0.0,4.98,32.0,34,0,316.52,0
TEL-11629,South,Prepaid,Monthly,4,21.0,Smartphone-Premium,0,0,53.1,216,3,561.23,2404.55,2,23.7,7.76,29.4,30,1,617.1,1
TEL-11630,South,Postpaid,Monthly,15,42.0,Smartphone-Premium,1,0,15.8,457,16,434.57,6730.56,2,3.7,7.22,28.7,4,0,449.56,1
TEL-11631,West,Prepaid,Monthly,31,55.0,Smartphone-Budget,0,0,2.8,258,36,176.93,5190.05,0,0.0,3.08,16.9,6,0,159.12,0
TEL-11632,South,Prepaid,Monthly,45,49.0,Feature,0,0,1.9,504,35,133.24,7961.97,1,34.8,4.85,33.5,3,0,189.65,0
TEL-11633,West,Prepaid,Monthly,11,28.0,Smartphone-Budget,0,0,39.0,249,6,481.45,5461.27,2,36.2,0.98,31.5,19,0,487.91,0
TEL-11634,North,Prepaid,Monthly,6,31.0,Smartphone-Budget,0,0,4.2,162,7,150.4,1035.52,0,0.0,5.21,20.0,15,1,169.71,1
TEL-11635,North,Prepaid,Monthly,9,34.0,Smartphone-Budget,1,0,4.6,95,6,133.77,1421.33,1,75.5,3.07,15.8,32,0,157.08,0
TEL-11636,East,Prepaid,Monthly,6,39.0,Smartphone-Budget,0,0,31.0,197,4,342.87,2268.92,2,29.1,2.48,10.9,20,0,393.78,0
TEL-11637,North,Prepaid,Monthly,5,20.0,Smartphone-Budget,1,0,2.7,107,5,96.58,666.9,1,63.1,0.15,28.9,18,0,122.12,0
TEL-11638,North,Postpaid,Two-Year,22,43.0,Smartphone-Budget,0,0,4.0,135,10,254.65,6802.53,2,19.6,6.58,19.5,7,0,285.33,0
TEL-11639,West,Postpaid,Annual,15,35.0,Smartphone-Budget,0,0,3.9,117,12,238.46,4019.16,2,68.8,2.33,14.4,3,1,263.75,1
TEL-11640,North,Postpaid,Annual,15,23.0,Smartphone-Budget,1,0,36.9,318,6,550.35,9512.07,2,30.6,3.42,41.9,10,0,604.48,0
TEL-11641,Central,Postpaid,Two-Year,41,62.0,Smartphone-Budget,0,0,2.0,698,34,360.44,15129.13,2,20.7,0.9,15.3,4,0,375.42,0
TEL-11642,Central,Postpaid,Annual,17,20.0,Smartphone-Premium,1,0,9.9,201,3,327.79,5119.15,0,0.0,2.72,14.6,11,0,313.86,0
TEL-11643,South,Postpaid,Annual,11,29.0,Smartphone-Premium,1,0,26.8,222,8,460.82,5061.27,0,0.0,3.14,41.4,23,0,493.09,0
TEL-11644,South,Prepaid,Monthly,9,20.0,Smartphone-Budget,0,1,5.5,161,9,303.36,7295.7,0,0.0,2.89,28.1,15,0,789.04,0
TEL-11645,East,Postpaid,Monthly,72,52.0,Feature,1,0,2.8,513,36,313.36,22297.3,2,17.2,8.56,29.2,4,0,314.41,0
TEL-11646,North,Postpaid,Monthly,12,22.0,Smartphone-Budget,1,1,3.8,127,11,395.89,6427.18,0,0.0,6.33,19.4,4,0,556.09,0
TEL-11647,North,Prepaid,Monthly,46,47.0,Smartphone-Budget,0,0,24.6,248,12,371.46,14853.49,0,0.0,2.56,28.3,8,0,315.59,0
TEL-11648,South,Postpaid,Monthly,8,50.0,Smartphone-Budget,1,0,4.5,92,9,253.16,1568.41,1,7.3,2.67,28.7,6,0,191.14,0
TEL-11649,West,Postpaid,Monthly,25,18.0,Smartphone-Premium,0,0,44.6,281,7,591.66,14169.49,4,143.9,2.77,21.5,12,1,583.27,1
TEL-11650,West,Postpaid,Annual,32,18.0,Smartphone-Premium,0,0,42.0,184,4,610.17,23408.92,1,6.6,5.15,19.0,6,0,713.09,0
TEL-11651,Central,Prepaid,Monthly,11,39.0,Smartphone-Premium,0,0,3.1,142,9,162.74,2740.75,1,9.7,4.01,9.0,12,0,241.02,0
TEL-11652,West,Prepaid,Monthly,46,43.0,Smartphone-Budget,0,0,14.2,238,13,258.0,9907.43,0,0.0,2.03,36.3,11,0,223.63,0
TEL-11653,East,Prepaid,Monthly,50,53.0,Feature,0,0,1.8,573,33,164.67,10576.95,1,56.1,1.26,33.8,5,0,205.79,0
TEL-11654,East,Postpaid,Annual,17,47.0,Feature,0,1,2.2,550,30,451.17,7832.38,4,18.9,5.08,12.9,7,1,482.29,1
TEL-11655,South,Prepaid,Monthly,39,40.0,Smartphone-Budget,0,0,1.7,690,33,196.65,9010.06,0,0.0,2.67,16.7,3,1,225.76,1
TEL-11656,East,Postpaid,Two-Year,1,36.0,Smartphone-Premium,1,0,12.6,280,17,373.51,366.45,1,24.3,3.42,21.5,27,0,371.64,0
TEL-11657,West,Prepaid,Annual,19,39.0,Smartphone-Premium,0,0,16.3,300,15,200.96,3992.08,1,82.2,12.72,13.5,14,0,210.91,0
TEL-11658,North,Prepaid,Monthly,49,51.0,Smartphone-Budget,0,0,11.1,260,20,174.6,14538.39,1,41.9,5.45,36.0,10,1,288.55,1
TEL-11659,South,Postpaid,Two-Year,38,66.0,Smartphone-Budget,0,0,1.4,656,27,287.73,12640.34,2,48.7,3.97,31.5,14,1,339.04,0
TEL-11660,North,Prepaid,Annual,13,33.0,Smartphone-Budget,1,0,2.2,204,8,131.95,1431.38,0,0.0,1.49,35.8,6,0,117.24,1
TEL-11661,North,Postpaid,Annual,11,33.0,Smartphone-Premium,0,0,27.8,147,5,490.14,5822.72,2,39.0,1.51,24.1,12,0,542.18,0
TEL-11662,East,Prepaid,Monthly,23,40.0,Smartphone-Budget,0,0,21.1,291,14,314.17,7720.31,1,10.6,1.18,40.8,7,0,324.47,0
TEL-11663,South,Prepaid,Monthly,44,40.0,Smartphone-Premium,1,0,21.2,257,15,291.33,17815.15,0,0.0,2.59,22.5,2,0,398.18,0
TEL-11664,South,Postpaid,Monthly,50,68.0,Smartphone-Budget,1,0,2.8,507,42,320.78,17095.6,0,0.0,3.62,29.6,7,0,336.89,0
TEL-11665,South,Postpaid,Annual,7,29.0,Smartphone-Budget,1,0,3.3,171,8,206.45,1694.22,2,7.9,3.06,39.7,6,0,254.59,0
TEL-11666,East,Postpaid,Monthly,51,53.0,Smartphone-Budget,1,0,21.8,264,17,434.86,24502.46,1,20.8,1.88,10.0,15,0,462.02,0
TEL-11667,North,Postpaid,Monthly,11,39.0,Smartphone-Premium,1,0,34.0,184,6,556.98,6683.05,0,0.0,2.72,17.9,2,0,570.73,0
TEL-11668,West,Prepaid,Monthly,29,61.0,Smartphone-Budget,0,0,1.7,656,24,225.33,6779.97,0,0.0,0.74,27.1,4,0,238.03,0
TEL-11669,South,Prepaid,Monthly,55,54.0,Feature,0,0,2.0,559,35,226.97,12884.27,1,24.4,1.88,24.2,8,0,239.11,0
TEL-11670,East,Prepaid,Monthly,23,44.0,Smartphone-Budget,0,0,13.3,291,11,256.7,6677.64,0,0.0,7.76,22.9,9,0,268.94,0
TEL-11671,West,Postpaid,Monthly,29,29.0,Smartphone-Premium,0,0,17.5,307,17,371.39,9186.49,0,0.0,3.42,26.1,12,0,331.47,0
TEL-11672,East,Prepaid,Monthly,1,25.0,Smartphone-Budget,0,0,3.8,174,7,125.26,121.13,1,30.8,2.33,29.6,16,0,123.34,0
TEL-11673,South,Prepaid,Monthly,8,35.0,Smartphone-Premium,0,0,4.2,198,6,123.99,1256.9,1,40.1,1.12,27.5,1,0,152.16,0
TEL-11674,Central,Postpaid,Monthly,16,39.0,Smartphone-Budget,0,0,15.3,206,6,352.2,8243.97,1,16.3,0.38,15.8,2,1,499.52,1
TEL-11675,Central,Prepaid,Monthly,48,40.0,Smartphone-Budget,0,0,18.9,324,11,266.36,11476.36,0,0.0,1.45,15.2,13,0,243.18,0
TEL-11676,South,Prepaid,Monthly,10,30.0,Smartphone-Budget,0,0,6.5,196,8,184.53,1729.56,1,22.5,5.21,,15,1,178.86,1
TEL-11677,South,Postpaid,Two-Year,2,34.0,Smartphone-Budget,1,0,37.3,120,6,558.7,1216.08,0,0.0,3.35,27.9,13,0,577.48,0
TEL-11678,South,Prepaid,Monthly,6,35.0,Feature,0,1,3.3,165,7,264.39,1887.96,0,0.0,1.64,22.2,16,0,323.25,0
TEL-11679,East,Prepaid,Monthly,45,46.0,Feature,0,0,2.7,618,29,233.68,12097.25,1,11.3,3.05,26.3,9,1,256.16,0
TEL-11680,North,Prepaid,Monthly,15,32.0,Smartphone-Budget,0,0,4.1,171,13,160.8,2249.16,0,0.0,4.16,21.7,7,0,159.65,0
TEL-11681,Central,Prepaid,Monthly,11,19.0,Smartphone-Budget,0,0,21.6,202,7,301.54,3368.4,1,36.7,4.5,36.2,8,1,302.98,1
TEL-11682,West,Prepaid,Monthly,5,45.0,Smartphone-Budget,0,0,4.8,161,14,165.0,980.37,2,26.4,0.7,16.9,25,0,187.52,0
TEL-11683,West,Prepaid,Monthly,15,26.0,Smartphone-Premium,1,0,4.8,183,8,175.88,4003.0,2,25.3,4.09,27.0,5,0,265.64,0
TEL-11684,Central,Prepaid,Monthly,5,46.0,Smartphone-Budget,0,0,3.6,156,10,146.09,968.89,3,45.2,3.93,20.9,11,1,192.39,1
TEL-11685,East,Prepaid,Monthly,6,18.0,Smartphone-Budget,0,0,4.6,120,9,165.01,902.05,1,58.0,0.37,27.3,13,1,153.18,1
TEL-11686,West,Prepaid,Monthly,18,24.0,Smartphone-Budget,1,0,5.3,153,6,123.36,2570.95,3,22.7,3.47,24.3,12,1,136.87,1
TEL-11687,North,Postpaid,Monthly,26,39.0,Smartphone-Premium,1,0,10.4,356,20,335.2,8271.88,0,0.0,2.85,39.4,18,0,308.98,0
TEL-11688,West,Postpaid,Monthly,52,65.0,Feature,1,0,1.4,552,34,320.24,17431.03,3,40.5,2.39,28.1,32,0,352.8,0
TEL-11689,East,Prepaid,Monthly,27,29.0,Smartphone-Premium,0,0,34.7,175,4,415.07,11837.03,1,5.0,4.21,24.3,14,0,461.44,0
TEL-11690,West,Prepaid,Monthly,33,18.0,Smartphone-Premium,0,0,26.2,220,6,395.65,12188.47,0,0.0,9.83,32.0,5,0,387.96,0
TEL-11691,South,Postpaid,Annual,26,55.0,Smartphone-Budget,1,0,2.0,427,38,311.91,6930.05,1,8.5,12.79,27.1,20,0,259.81,0
TEL-11692,North,Postpaid,Annual,6,36.0,Smartphone-Premium,0,0,3.9,130,8,303.91,1771.75,0,0.0,1.48,24.8,8,0,279.87,0
TEL-11693,North,Prepaid,Monthly,38,24.0,Smartphone-Premium,0,0,15.4,365,15,253.23,18674.47,1,10.6,3.84,24.0,16,0,514.53,0
TEL-11694,East,Prepaid,Monthly,18,28.0,Smartphone-Premium,0,0,45.4,157,9,519.95,9750.15,0,0.0,2.46,15.0,4,0,536.26,0
TEL-11695,East,Prepaid,Monthly,30,38.0,Feature,0,1,17.6,16,9,425.06,18537.18,1,5.7,3.47,27.2,3,0,579.72,0
TEL-11696,Central,Postpaid,Monthly,3,21.0,Smartphone-Premium,1,0,15.6,210,5,393.71,1174.71,0,0.0,0.29,16.2,6,0,388.68,0
TEL-11697,South,Postpaid,Monthly,11,31.0,Feature,0,0,4.2,166,10,321.39,3706.64,2,6.4,6.1,23.9,6,1,320.61,1
TEL-11698,East,Postpaid,Annual,10,28.0,Smartphone-Premium,0,0,34.0,186,7,528.9,5972.19,1,9.3,4.49,28.7,7,0,586.12,0
TEL-11699,West,Prepaid,Monthly,72,47.0,Smartphone-Budget,0,0,13.0,253,15,222.93,17426.47,0,0.0,3.29,19.5,7,0,229.3,0
TEL-11700,West,Postpaid,Monthly,4,29.0,Smartphone-Premium,1,0,5.3,100,7,192.43,1113.82,1,21.4,1.26,31.7,14,1,255.68,1
TEL-11701,North,Prepaid,Monthly,12,36.0,Smartphone-Budget,0,0,4.9,124,6,181.08,2631.64,1,11.4,1.0,28.7,8,0,212.91,0
TEL-11702,West,Prepaid,Monthly,54,39.0,Smartphone-Budget,0,0,24.4,358,14,347.97,20891.24,0,0.0,5.4,28.7,31,0,381.1,0
TEL-11703,Central,Prepaid,Monthly,10,18.0,Smartphone-Budget,1,0,4.6,188,11,231.24,3590.22,1,20.7,2.27,12.2,2,0,357.77,0
TEL-11704,West,Prepaid,Monthly,14,54.0,Smartphone-Budget,0,0,2.6,358,30,133.72,2001.16,0,0.0,3.27,21.5,16,0,129.16,0
TEL-11705,East,Prepaid,Monthly,51,57.0,Smartphone-Budget,0,0,1.5,424,48,196.99,12420.4,0,0.0,5.69,28.6,31,1,238.88,1
TEL-11706,North,Prepaid,Monthly,5,31.0,Smartphone-Budget,0,0,2.3,144,3,142.29,908.72,1,21.7,0.31,22.7,5,0,177.67,0
TEL-11707,West,Postpaid,Two-Year,20,50.0,Feature,1,0,1.9,405,33,305.14,7126.24,0,0.0,2.66,20.1,15,0,330.53,0
TEL-11708,South,Postpaid,Monthly,4,22.0,Smartphone-Budget,1,0,49.7,140,7,707.3,2954.25,3,28.1,6.23,46.1,18,1,759.7,1
TEL-11709,South,Postpaid,Monthly,10,30.0,Smartphone-Budget,1,0,5.3,64,8,234.68,2082.37,2,6.2,5.93,28.5,14,1,224.92,1
TEL-11710,South,Postpaid,Two-Year,4,53.0,Smartphone-Budget,1,0,9.7,305,14,348.81,1584.99,2,8.9,1.77,29.3,26,0,383.92,0
TEL-11711,West,Prepaid,Monthly,8,39.0,Smartphone-Budget,0,1,7.0,109,5,341.9,2688.17,0,0.0,3.19,28.1,33,0,352.18,0
TEL-11712,South,Postpaid,Monthly,72,58.0,Feature,0,0,1.9,580,26,300.68,23567.4,2,18.6,2.78,25.0,3,0,310.22,0
TEL-11713,South,Prepaid,Monthly,46,50.0,Feature,0,0,0.7,506,32,132.98,5390.0,3,18.6,2.2,18.8,12,0,113.32,0
TEL-11714,North,Prepaid,Monthly,12,26.0,Smartphone-Budget,0,0,34.7,221,7,481.96,5876.75,0,0.0,1.93,25.3,15,0,511.28,0
TEL-11715,South,Prepaid,Monthly,9,25.0,Smartphone-Budget,0,0,44.4,243,8,519.84,5275.47,2,18.7,2.04,22.9,14,1,602.95,1
TEL-11716,South,Prepaid,Monthly,8,27.0,Smartphone-Premium,0,0,37.0,117,2,412.47,3030.25,0,0.0,1.44,23.6,12,1,389.71,1
TEL-11717,North,Prepaid,Monthly,12,30.0,Smartphone-Premium,0,0,34.9,203,1,416.05,5415.01,2,40.5,1.86,27.3,21,0,458.88,0
TEL-11718,South,Prepaid,Monthly,20,34.0,Smartphone-Budget,0,0,15.9,248,12,279.52,7800.64,0,0.0,2.4,27.1,25,0,393.39,0
TEL-11719,South,Postpaid,Annual,10,20.0,Smartphone-Premium,1,0,4.2,154,12,305.35,3186.21,0,0.0,6.82,8.2,9,0,316.11,0
TEL-11720,North,Prepaid,Annual,58,37.0,Smartphone-Budget,0,0,9.6,276,19,209.12,13124.97,0,0.0,6.53,23.1,10,0,212.67,0
TEL-11721,North,Prepaid,Monthly,10,32.0,Smartphone-Premium,0,0,3.6,142,6,133.17,1673.22,0,0.0,1.26,32.1,26,0,176.24,0
TEL-11722,West,Postpaid,Two-Year,23,34.0,Smartphone-Premium,0,0,38.9,166,5,544.53,12405.9,3,12.3,1.08,32.3,7,0,586.81,0
TEL-11723,Central,Postpaid,Annual,29,33.0,Smartphone-Premium,0,0,25.1,344,16,536.15,15749.91,0,0.0,1.03,18.8,5,0,541.62,0
TEL-11724,East,Postpaid,Monthly,30,23.0,Smartphone-Budget,0,0,34.7,71,6,566.25,16641.52,1,1.8,2.06,36.5,3,1,547.25,1
TEL-11725,North,Prepaid,Annual,41,36.0,Smartphone-Budget,0,1,22.0,322,10,439.55,29471.41,0,0.0,1.35,25.1,6,0,645.61,0
TEL-11726,East,Postpaid,Annual,13,50.0,Smartphone-Budget,1,0,24.1,243,16,494.12,6603.3,2,12.8,3.52,31.2,11,0,496.17,0
TEL-11727,South,Prepaid,Monthly,1,28.0,Smartphone-Premium,0,0,2.0,174,9,133.94,158.24,0,0.0,3.09,26.6,9,0,153.76,0
TEL-11728,East,Prepaid,Monthly,32,46.0,Smartphone-Budget,0,0,19.0,305,8,312.87,16380.57,1,8.3,2.62,27.8,24,0,508.24,0
TEL-11729,East,Prepaid,Monthly,15,21.0,Smartphone-Budget,0,0,37.5,188,4,463.78,8335.16,0,0.0,2.9,12.3,4,1,528.06,1
TEL-11730,Central,Postpaid,Monthly,15,49.0,Feature,1,0,2.3,544,34,275.39,4535.84,1,17.1,0.75,17.5,18,0,325.13,0
TEL-11731,Central,Prepaid,Monthly,39,47.0,Feature,0,0,2.2,461,30,218.61,8248.8,1,41.0,2.37,11.1,3,0,215.96,0
TEL-11732,Central,Prepaid,Monthly,63,53.0,Feature,0,0,2.5,520,38,177.36,11274.06,2,34.2,1.51,1.2,8,1,177.82,1
TEL-11733,South,Prepaid,Monthly,3,44.0,Feature,0,0,5.7,122,6,158.6,659.83,0,0.0,0.94,26.5,7,0,198.96,0
TEL-11734,East,Prepaid,Monthly,37,61.0,Smartphone-Budget,0,0,2.7,489,33,164.7,7147.15,0,0.0,4.26,26.0,26,0,185.89,0
TEL-11735,West,Postpaid,Monthly,15,21.0,Smartphone-Budget,1,0,29.9,110,5,490.99,8211.44,1,32.6,3.28,29.5,17,0,504.56,0
TEL-11736,South,Prepaid,Monthly,7,48.0,Smartphone-Budget,0,0,5.1,139,9,104.67,963.46,0,0.0,0.84,31.6,29,0,139.08,0
TEL-11737,North,Postpaid,Annual,47,44.0,Smartphone-Budget,0,1,13.7,316,17,560.9,30911.08,0,0.0,5.12,33.4,5,0,645.09,0
TEL-11738,East,Prepaid,Monthly,2,18.0,Smartphone-Premium,0,0,3.0,160,11,151.87,371.96,0,0.0,1.82,20.6,21,1,182.91,1
TEL-11739,East,Prepaid,Monthly,3,26.0,Smartphone-Budget,0,0,5.6,138,14,87.47,215.97,1,,1.88,14.0,39,0,70.0,0
TEL-11740,South,Postpaid,Annual,27,62.0,Smartphone-Budget,0,0,2.2,622,39,284.24,7778.33,2,33.3,5.11,45.8,12,0,288.56,0
TEL-11741,West,Prepaid,Monthly,7,36.0,Smartphone-Budget,0,0,4.3,170,8,183.08,1212.57,0,0.0,1.58,33.1,9,0,184.15,0
TEL-11742,Central,Postpaid,Monthly,46,45.0,Smartphone-Premium,1,0,7.1,529,15,383.66,19137.56,1,31.0,10.22,17.9,11,1,398.97,1
TEL-11743,South,Prepaid,Monthly,2,30.0,Smartphone-Budget,0,0,4.3,142,3,153.26,311.26,1,84.2,0.51,28.6,17,0,153.91,0
TEL-11744,East,Prepaid,Monthly,18,28.0,Smartphone-Premium,0,0,25.7,194,4,254.82,5820.15,2,72.4,1.76,35.5,16,0,328.45,1
TEL-11745,North,Prepaid,Annual,2,42.0,Smartphone-Budget,0,0,20.6,357,17,267.05,491.67,1,57.4,0.47,7.8,5,0,258.16,0
TEL-11746,South,Prepaid,Monthly,18,40.0,Feature,0,0,19.3,637,17,258.48,4363.36,0,0.0,3.55,30.2,12,0,248.73,0
TEL-11747,West,Prepaid,Monthly,3,19.0,Smartphone-Budget,0,0,34.5,214,2,405.72,1241.36,0,0.0,2.58,34.3,9,0,397.55,0
